Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Survived,Title,FamilySize,FamilyType,Child,Mother
1,male,44.0,2,0,90.0,C,Q,0,Officer,3.0,SmallFamily,0.0,0.0
1,male,36.0,1,2,120.0,B,S,1,Mr,4.0,SmallFamily,0.0,0.0
3,male,28.0,0,0,7.55,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,1.0,1,2,151.55,C,S,1,Master,4.0,SmallFamily,1.0,0.0
1,female,50.0,0,0,28.7125,C,C,0,Miss,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.2292,U,C,0,Mr,1.0,Singletone,0.0,0.0
2,male,59.0,0,0,13.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,17.0,0,0,7.75,U,Q,1,Miss,1.0,Singletone,1.0,0.0
3,male,39.0,0,0,7.925,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,54.0,1,0,55.4417,C,C,1,Mr,2.0,SmallFamily,0.0,0.0
1,female,43.0,1,0,89.1042,C,C,1,Mrs,2.0,SmallFamily,0.0,0.0
1,female,39.0,0,0,108.9,C,C,1,Royalty,1.0,Singletone,0.0,0.0
3,male,36.0,0,0,7.25,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,65.0,0,0,26.55,E,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.225,U,C,0,Mr,1.0,Singletone,0.0,0.0
3,female,1.0,1,2,20.575,U,S,1,Miss,4.0,SmallFamily,1.0,0.0
1,female,27.0,1,1,247.5208,B,C,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,28.0,0,0,7.2292,F,C,0,Mr,1.0,Singletone,0.0,0.0
1,male,29.0,0,0,27.7208,D,C,0,Mr,1.0,Singletone,0.0,0.0
2,male,21.0,2,0,73.5,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
3,male,26.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,43.0,1,0,51.8625,D,S,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,35.0,0,0,7.125,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,42.0,0,0,26.2875,E,S,1,Mr,1.0,Singletone,0.0,0.0
1,male,41.0,0,0,29.7,C,C,1,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.775,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,31.0,1,0,18.0,U,S,0,Mrs,2.0,SmallFamily,0.0,0.0
3,female,27.0,0,0,7.8792,U,Q,0,Miss,1.0,Singletone,0.0,0.0
3,female,19.0,1,0,7.8542,U,S,1,Miss,2.0,SmallFamily,0.0,0.0
3,male,17.0,0,0,8.6625,U,S,0,Mr,1.0,Singletone,1.0,0.0
3,female,32.0,1,1,15.5,U,Q,0,Mrs,3.0,SmallFamily,0.0,1.0
3,male,22.0,0,0,7.125,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,23.0,1,0,113.275,D,C,1,Miss,2.0,SmallFamily,0.0,0.0
1,female,37.0,1,0,90.0,C,Q,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,18.0,0,0,8.3,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,17.0,0,0,7.7333,U,Q,0,Miss,1.0,Singletone,1.0,0.0
3,male,16.0,4,1,39.6875,U,S,0,Mr,6.0,LargeFamily,1.0,0.0
1,female,45.0,0,1,63.3583,D,C,1,Mrs,2.0,SmallFamily,0.0,1.0
2,male,70.0,0,0,10.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,21.0,1,0,9.825,U,S,0,Miss,2.0,SmallFamily,0.0,0.0
3,female,30.0,0,0,12.475,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,male,20.0,0,0,7.925,U,S,1,Mr,1.0,Singletone,0.0,0.0
1,male,21.0,0,1,77.2875,D,S,0,Mr,2.0,SmallFamily,0.0,0.0
3,female,9.0,3,2,27.9,U,S,0,Miss,6.0,LargeFamily,1.0,0.0
2,female,24.0,0,0,13.0,F,S,1,Miss,1.0,Singletone,0.0,0.0
3,female,32.0,0,2,22.3583,U,C,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,41.0,0,2,14.5,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
1,female,36.0,0,0,31.6792,A,C,0,Miss,1.0,Singletone,0.0,0.0
1,female,30.0,0,0,56.9292,E,C,1,Miss,1.0,Singletone,0.0,0.0
3,female,45.0,0,0,7.75,U,S,0,Miss,1.0,Singletone,0.0,0.0
3,male,12.0,1,1,14.5,U,S,0,Master,3.0,SmallFamily,1.0,0.0
3,male,22.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,49.0,1,1,110.8833,C,C,0,Mr,3.0,SmallFamily,0.0,0.0
3,female,4.0,0,2,22.025,U,S,1,Miss,3.0,SmallFamily,1.0,0.0
3,male,28.0,0,0,7.75,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,male,4.0,1,1,11.1333,U,S,1,Master,3.0,SmallFamily,1.0,0.0
1,male,55.0,0,0,50.0,C,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,21.0,0,0,7.8208,U,Q,1,Mr,1.0,Singletone,0.0,0.0
1,female,43.0,1,0,133.65,U,S,1,Mrs,2.0,SmallFamily,0.0,0.0
3,female,17.0,0,0,7.75,U,Q,1,Miss,1.0,Singletone,1.0,0.0
1,female,48.0,1,0,106.425,C,C,1,Mrs,2.0,SmallFamily,0.0,0.0
3,female,32.0,0,0,7.2292,U,C,1,Mrs,1.0,Singletone,0.0,0.0
3,female,27.0,0,2,11.1333,U,S,1,Mrs,3.0,SmallFamily,0.0,1.0
2,male,19.0,0,0,13.0,F,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.7292,U,Q,0,Mr,1.0,Singletone,0.0,0.0
1,male,28.0,0,0,47.1,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,38.0,1,0,71.2833,C,C,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,18.0,2,2,34.375,U,S,0,Mr,5.0,LargeFamily,0.0,0.0
2,male,32.0,0,0,13.8625,U,C,1,Mr,1.0,Singletone,0.0,0.0
2,female,38.0,0,0,13.0,U,S,0,Miss,1.0,Singletone,0.0,0.0
2,female,35.0,0,0,21.0,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.75,U,Q,1,Mr,1.0,Singletone,0.0,0.0
2,male,14.0,0,0,65.0,U,S,0,Mr,1.0,Singletone,1.0,0.0
3,male,28.0,0,0,24.15,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,male,31.0,0,0,7.925,U,S,1,Mr,1.0,Singletone,0.0,0.0
2,male,31.0,1,1,37.0042,U,C,0,Mr,3.0,SmallFamily,0.0,0.0
2,male,25.0,0,0,31.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,31.0,0,0,134.5,E,C,1,Miss,1.0,Singletone,0.0,0.0
1,male,30.0,0,0,45.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,34.0,1,1,14.4,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
3,male,21.0,0,0,7.225,U,C,0,Mr,1.0,Singletone,0.0,0.0
1,female,30.0,0,0,106.425,U,C,1,Miss,1.0,Singletone,0.0,0.0
3,female,33.0,1,2,20.575,U,S,1,Mrs,4.0,SmallFamily,0.0,1.0
3,male,22.0,0,0,7.7958,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,42.0,0,0,13.0,U,S,0,Officer,1.0,Singletone,0.0,0.0
3,male,51.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,39.0,1,5,31.275,U,S,0,Mrs,7.0,LargeFamily,0.0,1.0
2,female,42.0,0,0,13.0,U,S,1,Mrs,1.0,Singletone,0.0,0.0
2,female,24.0,1,2,65.0,U,S,1,Miss,4.0,SmallFamily,0.0,0.0
1,male,26.0,0,0,30.0,C,C,1,Mr,1.0,Singletone,0.0,0.0
2,male,47.0,0,0,15.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,35.0,0,0,7.75,U,Q,0,Miss,1.0,Singletone,0.0,0.0
2,male,29.0,1,0,27.7208,U,C,0,Mr,2.0,SmallFamily,0.0,0.0
1,female,48.0,0,0,25.9292,D,S,1,Mrs,1.0,Singletone,0.0,0.0
2,male,23.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,9.0,1,1,15.2458,U,C,1,Miss,3.0,SmallFamily,1.0,0.0
3,male,26.0,0,0,7.775,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,36.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,32.0,1,0,16.1,U,S,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,28.0,0,0,6.8583,U,Q,0,Mr,1.0,Singletone,0.0,0.0
2,male,18.0,0,0,11.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,30.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,27.0,0,0,30.5,U,S,1,Mr,1.0,Singletone,0.0,0.0
3,male,14.0,5,2,46.9,U,S,0,Mr,8.0,LargeFamily,1.0,0.0
2,male,25.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,52.0,0,0,13.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,female,29.0,1,0,26.0,U,S,1,Mrs,2.0,SmallFamily,0.0,0.0
1,female,33.0,0,0,86.5,B,S,1,Royalty,1.0,Singletone,0.0,0.0
2,female,34.0,0,0,13.0,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,male,24.0,0,0,7.55,U,S,1,Mr,1.0,Singletone,0.0,0.0
3,female,30.0,0,0,8.6625,U,S,0,Miss,1.0,Singletone,0.0,0.0
3,male,33.0,0,0,7.775,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,19.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,2,0,21.6792,U,C,0,Mr,3.0,SmallFamily,0.0,0.0
3,female,32.0,0,0,14.5,U,S,0,Mrs,1.0,Singletone,0.0,0.0
1,female,43.0,1,0,146.5208,B,C,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,28.0,0,0,7.75,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,female,36.0,0,2,12.1833,U,S,0,Mrs,3.0,SmallFamily,0.0,1.0
1,male,40.0,0,0,27.7208,U,C,0,Royalty,1.0,Singletone,0.0,0.0
3,male,28.0,1,0,6.4375,U,C,0,Mr,2.0,SmallFamily,0.0,0.0
1,male,11.0,1,2,120.0,B,S,1,Master,4.0,SmallFamily,1.0,0.0
3,female,39.0,0,5,29.125,U,Q,0,Mrs,6.0,LargeFamily,0.0,1.0
3,male,40.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,20.0,0,0,7.925,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,30.0,1,0,57.75,C,C,1,Mr,2.0,SmallFamily,0.0,0.0
3,male,32.0,0,0,7.925,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,48.0,1,0,39.6,A,C,1,Royalty,2.0,SmallFamily,0.0,0.0
1,female,2.0,1,2,151.55,C,S,0,Miss,4.0,SmallFamily,1.0,0.0
3,female,14.0,1,0,11.2417,U,C,1,Miss,2.0,SmallFamily,1.0,0.0
2,male,27.0,0,0,13.0,U,S,0,Officer,1.0,Singletone,0.0,0.0
1,female,25.0,1,2,151.55,C,S,0,Mrs,4.0,SmallFamily,0.0,1.0
3,female,30.0,0,0,7.6292,U,Q,0,Miss,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,24.0,2,0,73.5,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
3,male,1.0,1,1,13.775,U,S,0,Master,3.0,SmallFamily,1.0,0.0
1,female,55.0,2,0,25.7,C,S,1,Mrs,3.0,SmallFamily,0.0,0.0
2,female,17.0,0,0,10.5,U,S,1,Miss,1.0,Singletone,1.0,0.0
1,female,33.0,0,0,27.7208,A,C,1,Miss,1.0,Singletone,0.0,0.0
3,male,28.0,1,0,14.4583,U,C,0,Mr,2.0,SmallFamily,0.0,0.0
3,male,18.0,0,0,7.775,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,14.4583,U,C,0,Mr,1.0,Singletone,0.0,0.0
1,female,17.0,1,0,57.0,B,S,1,Mrs,2.0,SmallFamily,1.0,0.0
1,male,28.0,0,0,26.55,C,S,1,Mr,1.0,Singletone,0.0,0.0
1,male,49.0,0,0,0.0,B,S,1,Mr,1.0,Singletone,0.0,0.0
3,male,1.0,0,1,9.35,U,S,1,Master,2.0,SmallFamily,1.0,0.0
3,female,1.0,2,1,19.2583,U,C,1,Miss,4.0,SmallFamily,1.0,0.0
3,male,18.0,0,0,7.75,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,25.0,1,0,26.0,U,S,0,Mr,2.0,SmallFamily,0.0,0.0
1,male,27.0,1,0,136.7792,C,C,0,Mr,2.0,SmallFamily,0.0,0.0
2,male,2.0,1,1,26.0,F,S,1,Master,3.0,SmallFamily,1.0,0.0
3,male,28.0,0,0,7.8542,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,8,2,69.55,U,S,0,Mr,11.0,LargeFamily,0.0,0.0
3,female,45.0,0,0,7.225,U,C,1,Mrs,1.0,Singletone,0.0,0.0
3,female,3.0,1,1,13.775,U,S,0,Miss,3.0,SmallFamily,1.0,0.0
3,female,4.0,1,1,16.7,G,S,1,Miss,3.0,SmallFamily,1.0,0.0
1,female,49.0,0,0,25.9292,D,S,1,Officer,1.0,Singletone,0.0,0.0
2,female,2.0,1,1,26.0,U,S,1,Miss,3.0,SmallFamily,1.0,0.0
3,male,28.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,24.0,0,0,8.85,U,S,0,Miss,1.0,Singletone,0.0,0.0
3,female,15.0,0,0,8.0292,U,Q,1,Miss,1.0,Singletone,1.0,0.0
1,male,46.0,0,0,79.2,B,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,41.0,0,0,7.125,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,27.0,0,0,7.225,U,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,31.0,0,2,164.8667,C,S,1,Miss,3.0,SmallFamily,0.0,0.0
3,male,28.0,0,0,56.4958,U,S,1,Mr,1.0,Singletone,0.0,0.0
2,male,23.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,29.0,1,0,26.0,U,S,0,Mr,2.0,SmallFamily,0.0,0.0
2,male,44.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,2.0,0,1,10.4625,G,S,0,Miss,2.0,SmallFamily,1.0,0.0
3,male,27.0,0,0,7.225,U,C,0,Mr,1.0,Singletone,0.0,0.0
1,female,60.0,1,4,263.0,C,S,1,Mrs,6.0,LargeFamily,0.0,1.0
3,male,28.0,0,0,7.2292,U,C,0,Mr,1.0,Singletone,0.0,0.0
1,male,41.0,0,0,26.55,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,26.0,0,2,13.775,U,S,0,Mrs,3.0,SmallFamily,0.0,1.0
3,male,28.0,1,0,16.1,U,S,0,Mr,2.0,SmallFamily,0.0,0.0
3,male,25.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,female,19.0,0,0,13.0,U,S,1,Miss,1.0,Singletone,0.0,0.0
2,female,33.0,0,2,26.0,U,S,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,46.0,0,0,7.225,U,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.7333,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,female,19.0,0,0,7.2833,U,Q,0,Miss,1.0,Singletone,0.0,0.0
1,female,36.0,0,0,262.375,B,C,1,Miss,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.55,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,18.0,0,0,7.2292,U,C,1,Mrs,1.0,Singletone,0.0,0.0
1,male,40.0,0,0,31.0,A,C,1,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,58.0,0,0,26.55,C,S,1,Miss,1.0,Singletone,0.0,0.0
2,female,57.0,0,0,10.5,E,S,0,Mrs,1.0,Singletone,0.0,0.0
1,male,41.0,0,0,0.0,B,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,26.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,female,19.0,0,0,26.0,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,female,23.0,0,0,7.8542,U,S,1,Miss,1.0,Singletone,0.0,0.0
2,female,24.0,2,3,18.75,U,S,1,Mrs,6.0,LargeFamily,0.0,1.0
1,male,30.0,0,0,27.75,C,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,71.0,0,0,7.75,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,male,61.0,0,0,6.2375,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,51.0,0,0,12.525,U,S,0,Officer,1.0,Singletone,0.0,0.0
1,female,41.0,0,0,134.5,E,C,1,Miss,1.0,Singletone,0.0,0.0
2,female,7.0,0,2,26.25,U,S,1,Miss,3.0,SmallFamily,1.0,0.0
1,male,71.0,0,0,34.6542,A,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,27.0,0,0,8.6625,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,49.0,1,0,76.7292,D,C,1,Mrs,2.0,SmallFamily,0.0,0.0
1,female,63.0,1,0,221.7792,C,S,0,Mrs,2.0,SmallFamily,0.0,0.0
3,male,21.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,17.0,0,0,47.1,U,S,0,Mr,1.0,Singletone,1.0,0.0
1,female,32.0,0,0,76.2917,D,C,1,Miss,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.8875,U,S,1,Mr,1.0,Singletone,0.0,0.0
2,female,12.0,2,1,39.0,F,S,1,Miss,4.0,SmallFamily,1.0,0.0
3,female,2.0,3,2,27.9,U,S,0,Miss,6.0,LargeFamily,1.0,0.0
2,female,31.0,0,0,21.0,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,female,15.0,1,0,14.4542,U,C,1,Mrs,2.0,SmallFamily,1.0,0.0
3,female,23.0,0,0,7.55,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,female,17.0,0,0,14.4583,U,C,0,Miss,1.0,Singletone,1.0,0.0
2,female,18.0,0,1,23.0,U,S,1,Miss,2.0,SmallFamily,0.0,0.0
3,male,1.0,4,1,39.6875,U,S,0,Master,6.0,LargeFamily,1.0,0.0
1,female,40.0,1,1,134.5,E,C,1,Mrs,3.0,SmallFamily,0.0,1.0
1,male,39.0,0,0,29.7,A,C,0,Mr,1.0,Singletone,0.0,0.0
2,male,28.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,female,33.0,0,0,13.0,E,S,1,Miss,1.0,Singletone,0.0,0.0
1,female,43.0,1,0,55.4417,C,C,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,13.0,0,2,20.25,U,S,0,Master,3.0,SmallFamily,1.0,0.0
2,female,50.0,0,0,10.5,U,S,1,Miss,1.0,Singletone,0.0,0.0
1,female,63.0,1,0,77.9583,D,S,1,Miss,2.0,SmallFamily,0.0,0.0
3,female,17.0,0,0,7.75,U,Q,1,Miss,1.0,Singletone,1.0,0.0
3,female,17.0,0,0,7.8292,U,Q,1,Miss,1.0,Singletone,1.0,0.0
2,female,24.0,1,0,27.7208,U,C,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,18.0,0,0,7.75,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,48.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.8292,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,44.0,0,1,57.9792,B,C,1,Mrs,2.0,SmallFamily,0.0,1.0
3,female,38.0,0,0,7.2292,U,C,1,Mrs,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.2292,U,C,0,Mr,1.0,Singletone,0.0,0.0
2,male,33.0,0,0,12.275,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,32.0,0,0,8.3625,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,47.0,0,0,42.4,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,35.0,0,0,10.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,30.0,1,0,24.0,U,C,0,Mr,2.0,SmallFamily,0.0,0.0
2,female,22.0,0,0,21.0,U,S,0,Mrs,1.0,Singletone,0.0,0.0
3,female,32.0,0,0,7.75,U,Q,0,Mrs,1.0,Singletone,0.0,0.0
3,female,17.0,0,0,7.7208,U,Q,1,Miss,1.0,Singletone,1.0,0.0
2,male,42.0,1,1,32.5,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
2,male,30.0,1,1,26.0,U,S,0,Officer,3.0,SmallFamily,0.0,0.0
3,female,22.0,1,0,13.9,U,S,1,Mrs,2.0,SmallFamily,0.0,0.0
2,male,18.0,0,0,73.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,24.0,0,0,10.5,U,S,1,Mr,1.0,Singletone,0.0,0.0
3,male,6.0,1,1,15.2458,U,C,0,Master,3.0,SmallFamily,1.0,0.0
3,female,22.0,0,0,7.75,U,S,1,Miss,1.0,Singletone,0.0,0.0
